10000
44	1	98	44	11	61	21	73	38	66
2	38	88	44	6	12	39	3	16	56
75	34	49	27	89	18	27	12	16	8
56	41	91	55	44	46	70	38	15	47
57	4	72	73	51	75	12	81	76	58
55	18	65	4	2	96	12	67	87	79
13	60	32	92	41	8	68	89	22	94
21	76	1	13	51	83	30	95	42	3
22	3	90	29	64	55	63	53	80	30
1	86	78	66	49	78	20	59	58	78
32	77	26	66	59	47	90	50	25	9
7	68	98	20	27	93	65	45	2	4
41	88	7	8	26	17	54	31	62	66
67	5	64	74	88	88	4	28	16	100
19	87	60	39	91	24	91	51	16	77
97	71	19	47	87	30	78	70	56	7
87	21	98	17	64	76	47	9	80	29
98	37	86	9	28	21	61	72	63	70
90	87	20	91	83	29	94	67	84	79
49	47	67	67	27	19	6	4	67	57
77	33	2	36	57	85	12	74	73	47
37	41	46	82	33	24	7	87	99	71
9	1	54	35	11	79	7	18	31	49
9	1	87	15	22	63	12	35	56	8
18	96	70	65	67	15	72	86	90	94
67	41	80	34	79	70	6	93	52	52
99	100	9	36	100	95	79	24	44	11
78	34	16	73	23	65	39	74	24	35
61	9	36	34	32	8	15	78	11	56
14	12	66	61	89	52	3	80	6	77
55	92	46	82	58	45	42	90	6	69
59	77	7	58	78	88	3	63	23	71
15	90	28	93	81	63	53	34	77	90
86	96	6	35	19	79	92	43	97	34
5	60	29	34	9	96	64	31	78	48
49	79	48	46	71	91	45	79	33	83
90	100	98	75	2	36	36	14	19	44
69	55	82	37	45	87	56	41	51	43
92	91	52	6	76	89	86	97	14	35
37	13	52	32	61	20	100	88	92	36
80	55	49	77	65	40	90	34	64	10
30	84	11	40	93	41	77	4	63	28
63	40	64	26	59	33	27	65	100	15
21	24	71	59	87	92	31	7	47	63
61	94	4	29	75	11	99	8	24	2
29	80	58	65	44	34	68	23	13	77
32	84	6	30	83	64	61	17	96	65
65	10	58	91	89	80	27	16	60	63
15	70	38	64	8	49	39	45	63	34
31	8	60	82	78	75	55	13	74	32
8	65	34	99	21	66	35	51	97	19
53	17	48	26	59	23	10	85	80	83
98	9	69	72	22	21	73	44	73	40
5	49	54	19	86	50	92	24	75	21
39	93	13	72	71	16	62	26	31	56
81	48	16	99	51	6	17	51	57	80
11	43	35	87	81	18	67	80	93	54
7	46	100	63	34	9	70	39	61	52
82	47	94	19	24	60	57	65	44	69
55	84	51	69	36	1	33	48	21	15
63	20	55	3	30	29	20	88	46	16
19	54	61	35	42	75	36	44	88	41
75	36	65	30	69	31	65	58	65	46
29	33	52	85	83	68	14	50	11	61
39	15	91	66	91	15	2	64	13	55
28	66	61	11	69	100	99	41	36	56
77	14	81	16	56	100	73	66	96	63
13	81	22	16	61	68	29	89	24	16
42	49	72	90	76	58	36	97	70	95
39	20	98	14	17	21	98	49	49	39
95	47	56	48	76	50	96	100	15	83
8	47	94	62	32	32	8	68	90	85
85	8	90	28	70	65	56	51	67	44
57	95	57	72	98	83	89	7	91	88
95	70	64	52	65	41	28	97	54	89
32	37	98	95	24	51	80	75	40	59
98	76	53	50	63	14	5	31	80	45
83	22	77	79	11	19	49	81	44	61
17	42	25	9	95	76	69	48	92	54
26	87	19	75	14	13	59	25	50	51
62	6	83	24	28	7	61	81	65	2
32	9	33	94	22	69	66	16	12	16
51	43	20	40	71	56	80	100	22	85
73	25	9	13	59	31	16	63	41	71
12	64	29	8	25	6	92	68	11	19
77	79	68	88	81	86	56	29	84	52
41	54	39	41	66	96	84	52	43	84
19	26	88	100	69	4	77	69	80	58
93	12	31	57	68	65	77	54	28	26
61	1	40	10	38	86	1	14	87	7
76	58	74	82	3	66	58	94	55	6
27	83	14	65	90	10	83	50	57	27
100	10	69	17	16	54	78	80	19	16
70	15	63	29	23	89	52	45	40	16
34	88	77	99	54	5	74	82	62	79
54	66	10	86	44	13	89	84	82	34
79	37	32	37	29	95	12	28	99	46
89	50	40	12	50	27	85	23	98	57
29	79	60	8	87	85	71	91	49	25
97	21	39	7	18	46	36	18	43	36
39	74	30	7	38	100	99	86	57	13
67	23	7	68	42	46	82	66	54	8
73	82	68	20	16	28	66	20	45	90
64	30	63	66	80	55	68	8	6	24
19	41	4	84	67	13	84	89	92	93
94	81	40	16	76	35	49	52	30	1
48	81	59	81	1	63	82	53	62	89
1	29	1	44	70	41	46	69	81	7
71	98	32	21	70	78	95	45	72	88
49	38	42	56	40	77	15	50	81	34
44	80	88	23	9	67	25	27	57	49
62	40	70	75	74	5	47	64	2	14
43	95	98	56	61	47	57	12	4	69
40	93	53	96	85	35	47	12	20	29
65	84	20	40	61	8	27	24	68	29
27	61	99	65	40	12	89	26	44	83
30	40	10	8	87	15	27	89	66	88
81	68	44	73	47	23	1	35	56	11
74	12	15	2	26	83	55	15	25	59
92	13	70	28	85	60	2	53	7	61
43	22	14	25	3	100	26	73	53	49
54	78	20	73	8	24	93	36	92	83
93	52	19	14	54	66	2	94	22	54
91	14	9	74	5	41	76	48	14	12
90	21	81	90	64	17	36	76	10	93
68	36	82	92	52	58	59	85	45	7
88	27	46	37	26	21	35	18	78	97
42	29	27	46	37	5	44	13	45	76
17	49	31	18	10	55	16	98	73	70
15	46	22	92	30	83	13	63	82	52
60	78	59	3	95	39	40	99	13	87
3	32	26	61	56	23	12	32	21	26
9	100	64	45	25	48	18	96	76	9
6	91	87	12	41	46	53	25	66	94
100	55	47	66	85	100	29	61	14	13
24	52	31	12	22	82	50	61	42	63
44	93	47	11	44	79	79	6	76	87
79	58	34	8	29	96	74	97	51	86
71	93	10	37	23	36	20	54	80	27
79	70	48	27	98	78	55	6	30	16
22	41	68	42	50	75	95	99	12	37
73	28	8	31	37	3	50	53	27	41
43	2	98	45	88	95	48	40	65	86
84	22	2	85	97	75	90	59	67	63
16	58	37	56	91	94	14	44	13	48
7	51	64	32	25	30	44	78	64	74
28	68	60	53	49	52	35	49	67	24
57	89	100	3	35	82	99	16	53	37
78	1	5	32	57	36	4	8	60	59
6	22	12	76	27	21	70	62	74	81
88	69	47	93	20	78	62	55	40	42
1	28	25	77	49	9	60	10	58	97
33	48	77	8	29	91	50	64	53	48
1	93	46	33	88	92	48	89	81	24
58	15	77	72	67	26	51	42	64	62
79	31	24	96	85	50	57	63	10	2
67	97	5	73	73	48	99	89	13	89
95	68	88	77	69	48	8	60	56	92
37	38	25	16	53	56	77	5	53	76
15	41	11	73	6	85	19	70	89	77
32	20	60	60	43	34	15	37	65	14
69	65	86	52	31	1	29	28	91	6
85	13	43	46	29	75	16	79	22	84
90	55	86	2	13	30	42	47	22	50
2	20	22	51	100	5	41	60	8	73
92	65	57	57	39	100	37	86	69	56
1	77	74	19	5	35	38	53	81	86
3	27	94	97	41	54	45	69	21	18
57	90	26	33	85	78	66	97	46	53
5	95	45	11	38	50	25	19	46	59
13	45	6	21	50	49	66	95	4	13
12	77	4	86	6	32	94	75	76	58
97	40	6	50	38	66	94	65	45	99
48	79	38	15	5	8	78	68	99	50
99	24	71	86	15	59	84	20	22	29
54	1	62	9	5	7	75	46	80	73
32	22	73	64	64	9	90	7	94	12
22	52	42	48	57	62	40	14	55	83
68	42	57	32	12	62	84	81	86	34
89	61	59	53	58	78	38	48	38	34
66	71	35	58	62	13	61	44	40	56
6	65	25	28	71	33	68	4	10	94
60	99	2	5	43	38	100	25	15	5
13	92	25	89	31	27	15	68	73	60
62	3	45	96	46	42	34	99	52	99
47	93	23	1	94	86	93	92	37	45
75	71	25	24	56	2	52	26	66	48
54	9	41	55	59	53	6	38	7	93
27	86	17	43	66	32	50	48	98	85
45	42	66	40	70	73	51	86	26	99
87	33	89	95	40	96	34	39	56	71
14	48	88	37	31	76	98	89	68	36
18	3	34	74	58	46	39	75	78	4
5	64	59	9	32	54	82	60	30	68
38	91	13	87	46	63	2	66	78	85
100	47	39	13	77	51	29	20	85	50
32	96	34	36	86	48	21	1	64	70
48	81	2	94	98	15	15	56	74	2
71	10	14	71	85	76	73	22	2	74
46	15	40	45	78	26	34	36	85	49
65	31	37	30	5	93	73	44	41	12
57	97	34	4	82	27	34	63	54	24
21	11	55	66	27	8	13	50	4	61
35	97	26	72	75	78	88	31	83	39
15	4	30	61	79	42	54	1	64	87
18	59	29	2	35	31	25	75	47	19
14	4	71	100	34	25	64	80	70	67
90	73	95	33	15	82	8	33	55	69
47	60	40	25	49	92	20	70	77	86
2	95	75	4	51	13	57	7	62	26
4	39	24	78	75	88	10	24	74	30
6	95	50	75	43	69	65	65	47	21
78	82	72	40	55	8	73	1	17	78
63	13	89	86	8	99	93	31	2	85
98	66	85	69	6	24	6	59	64	77
19	74	32	33	49	74	25	88	49	17
37	17	19	84	59	87	83	65	90	93
99	26	27	95	87	50	70	81	62	64
22	46	47	9	79	99	91	95	75	8
61	58	42	89	97	24	64	21	71	92
15	40	85	70	76	34	97	100	100	48
57	17	55	49	74	11	61	32	6	18
37	95	29	70	1	7	49	20	41	58
22	80	67	78	70	63	17	19	95	62
100	90	49	62	9	13	100	54	74	35
14	1	68	84	44	23	28	83	90	96
14	27	94	81	54	35	62	75	93	75
53	8	68	79	18	50	61	48	82	77
51	76	75	40	32	68	8	41	84	76
47	2	10	53	5	89	83	17	60	97
35	55	92	94	38	23	3	6	56	45
4	42	89	24	14	63	26	76	92	55
56	78	36	28	20	67	14	13	91	67
35	68	62	76	63	6	31	50	86	38
99	44	57	99	37	91	47	43	7	2
23	56	9	57	50	92	25	41	5	28
87	91	7	22	69	45	16	84	96	56
86	89	24	56	57	9	64	45	13	78
91	33	83	45	47	29	38	39	29	12
